wp_count,total_distance_m,avg_distance_m,max_distance_m,avg_bearing_change,max_bearing_change,avg_altitude_m,start_lat,start_lng,end_lat,end_lng,centroid_lat,centroid_lng,route_id,start_place,end_place,centroid_place
16,1146.09,76.41,126.82,93.54,114.75,100.0,37.293141603172245,126.82893784656716,37.29268639633653,126.83186231569152,37.292971,126.8304,210629-mp_T,대한민국 경기도 안산시 상록구 해안로,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705
64,185.24,2.94,5.78,5.67,8.44,20.0,37.29285720455679,126.83041284264156,37.29285720455679,126.83041284264156,37.292593,126.830445,210705-PANTHOM4,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705
7,5161.22,860.2,2088.96,34.83,89.31,492.86,36.57006245066697,127.80834485520673,36.586425211740845,127.81430726994012,36.584145,127.799209,210713-MP_T_02,대한민국 충청북도 보은군 산외면,대한민국 경상북도 상주시 운흥1길,대한민국 충청북도 보은군 산외면
8,417.03,59.58,106.8,90.0,135.14,30.0,37.29259004461304,126.83015668869108,37.29340096949133,126.83056114561194,37.293009,126.830109,210719-Oper_T_01,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705
8,873.96,124.85,228.15,90.0,96.13,20.0,37.29260053927997,126.83089620959204,37.29307560774078,126.82927512674014,37.293008,126.830785,210719-Oper_T_02,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로,대한민국 경기도 안산시 상록구 해안로 705
7,751.82,125.3,237.85,26.09,106.8,20.0,37.171028721976015,128.47239417746272,37.166397466632674,128.4773659698053,37.168752,128.474417,210722-P-square_T_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
13,1523.85,126.99,157.85,30.27,103.82,20.0,37.16921334519721,128.47394605211298,37.16921334519721,128.47394605211298,37.171322,128.47207,210722-P-square_T_2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
6,184.78,36.96,62.46,89.97,92.71,30.0,37.170981788301205,128.47218664498627,37.170981788301205,128.47218664498627,37.170943,128.472078,210723-P-square_T_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
6,276.49,55.3,85.07,90.45,100.14,30.0,37.17099632111538,128.472203366901,37.17099632111538,128.472203366901,37.170973,128.471996,210723-P_T_2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
11,1088.68,108.87,256.07,3.19,5.04,120.0,37.500627704416374,126.76549484175376,37.49797934457179,126.7536279975974,37.499616,126.760891,210729-CP_T_01,대한민국 경기도 부천시 원미구 소향로,대한민국 경기도 부천시 원미구 부흥로 93,대한민국 경기도 부천시 원미구 석천로 127
10,1108.67,123.19,287.8,6.11,12.02,120.0,37.50063455908182,126.76561747618337,37.49798841723971,126.75360976021108,37.499725,126.761069,210729-CP_T_01_1,대한민국 경기도 부천시 원미구 소향로,대한민국 경기도 부천시 원미구 부흥로 93,대한민국 경기도 부천시 원미구 석천로 127
12,1189.32,108.12,213.53,8.52,20.06,120.0,37.50122715800288,126.75167326337026,37.49847229588326,126.76444447818278,37.499971,126.759437,210729-CP_T_02,대한민국 경기도 부천시 원미구 조마루로 69,대한민국 경기도 부천시 원미구 조마루로 182,대한민국 경기도 부천시 원미구 조마루로 135
9,943.91,117.99,208.93,5.16,17.29,120.0,37.50087739842782,126.754285976865,37.49843439019136,126.76434774240217,37.499909,126.759922,210729-CP_T_02_1,대한민국 경기도 부천시 원미구 조마루로97번길 18,대한민국 경기도 부천시 원미구 조마루로 182,대한민국 경기도 부천시 원미구 조마루로 135
10,588.91,65.43,99.79,3.09,11.53,120.0,37.496036089566445,126.76005728029742,37.50119023723313,126.7614712251011,37.499002,126.761006,210729-CP_T_03,대한민국 경기도 부천시 원미구 부흥로 152,대한민국 경기도 부천시 원미구 소향로 124,대한민국 경기도 부천시 원미구 석천로 127
10,819.87,91.1,179.41,2.25,3.79,120.0,37.495927011840166,126.7600186979372,37.503121906031154,126.76202933411088,37.499338,126.761039,210729-CP_T_03_1,대한민국 경기도 부천시 원미구 부흥로 152,대한민국 경기도 부천시 원미구 석천로177번길 11,대한민국 경기도 부천시 원미구 석천로 127
6,416.9,83.38,112.78,1.26,2.21,120.0,37.49591977146272,126.76000990954708,37.49955979225703,126.76113597206256,37.498012,126.760679,210730-CP_03_2,대한민국 경기도 부천시 원미구 부흥로 152,대한민국 경기도 부천시 원미구 석천로 127,대한민국 경기도 부천시 원미구 석천로 107
10,820.07,91.12,179.69,2.66,4.55,120.0,37.49592602562299,126.76001761182256,37.50312294115044,126.76202520368588,37.499338,126.76104,210730-CP_3_03,대한민국 경기도 부천시 원미구 부흥로 152,대한민국 경기도 부천시 원미구 석천로177번길 11,대한민국 경기도 부천시 원미구 석천로 127
8,904.02,129.15,193.73,3.93,21.78,32.5,37.171116077688296,128.4723283239826,37.178773813501394,128.46907770993516,37.175135,128.470754,210730-Psqare-F-test1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길
18,8225.91,483.88,904.92,90.0,90.12,120.0,37.50091230474445,126.76437494862358,37.50526564617178,126.75845631542514,37.501077,126.761014,210801-Manual,대한민국 경기도 부천시 원미구 소향로 162,대한민국 경기도 부천시 원미구 길주로 137,대한민국 경기도 부천시 원미구 소향로 124
10,265.72,29.52,49.46,48.35,97.2,30.5,37.17091062315622,128.47226171290737,37.1710293387885,128.472392860488,37.170936,128.472841,210802-P_T_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
6,900.65,180.13,213.34,1.41,2.38,33.33,37.171105964614966,128.47231843019586,37.1787809539355,128.4690773620352,37.175053,128.470651,210802-P_b_t_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길
8,595.06,85.01,109.26,58.99,75.7,20.0,37.39421604119555,126.63821825992056,37.39421604119555,126.63821825992056,37.393705,126.638374,210803-DDM_T_2_1,대한민국 인천광역시 연수구 테크노파크로 196,대한민국 인천광역시 연수구 테크노파크로 196,대한민국 인천광역시 연수구 인천타워대로 196
12,584.76,53.16,118.84,90.0,156.97,20.0,37.39414942357862,126.637725283841,37.39367396629253,126.63856198537884,37.393751,126.638144,210803-DDM_T_3_1,대한민국 인천광역시 연수구 테크노파크로 196,대한민국 인천광역시 연수구 인천타워대로 196,대한민국 인천광역시 연수구 테크노파크로 196
64,409.54,6.5,12.78,5.67,8.44,20.0,37.39428467233623,126.63809867171474,37.39428467233623,126.63809867171474,37.393701,126.63817,210803-DDM_T_4_1,대한민국 인천광역시 연수구 테크노파크로 196,대한민국 인천광역시 연수구 테크노파크로 196,대한민국 인천광역시 연수구 센트럴로
6,225.72,45.14,58.28,67.66,95.45,20.0,37.30544082517713,127.63468094587968,37.30517170402396,127.63457457244505,37.305038,127.634614,210803-SITL_T_2_1,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로
6,225.93,45.19,61.02,67.32,92.47,20.0,37.30556680793019,127.63448887536748,37.305379634912285,127.634157453311,37.305361,127.634016,210803-SITL_T_2_2,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로
64,483.8,7.68,15.1,5.67,8.44,20.0,37.30535957842521,127.63485862256977,37.30535957842521,127.63485862256977,37.30467,127.634943,210803-SITL_T_4_1,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로
7,499.99,83.33,101.52,57.59,82.97,20.0,37.30557004159708,127.63428559928366,37.30557004159708,127.63428559928366,37.305587,127.633441,210803-SITL_T_4_2,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로
6,328.71,65.74,99.71,90.0,90.62,20.0,37.30533188029554,127.63462891406536,37.304577425407864,127.635329884455,37.304955,127.634979,210803-SITL_T_5_1,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로
12,338.11,30.74,44.02,90.0,92.67,20.0,37.30544773165128,127.63337831678994,37.30547871269797,127.63421404025316,37.305661,127.633796,210803-SITL_T_5_2,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로,대한민국 경기도 여주시 강변북로
7,604.21,100.7,176.99,33.47,75.4,150.0,37.505320171365256,126.69293222271222,37.50835472903775,126.69042600548642,37.506218,126.690988,210804-MBX2_T2,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적산터널,대한민국 인천광역시 부평구 원적산터널
7,600.55,100.09,140.51,47.62,90.22,150.0,37.50534645244561,126.69294680120322,37.5061019176769,126.69144495779187,37.50559,126.690978,210804-MBX_T_3,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로
9,272.57,34.07,52.09,57.74,85.58,30.0,37.17115004292609,128.47244611171874,37.171030089184285,128.4723952510098,37.171012,128.472221,210806-P-2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
11,273.96,27.4,40.12,48.98,86.19,216.0,37.17112343890501,128.47243019837646,37.1710318721811,128.47239813979047,37.170985,128.472263,210806-P_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
8,254.05,36.29,47.29,66.09,87.78,30.0,37.17116344999337,128.47244409300703,37.17095469803601,128.47249531986927,37.171011,128.472201,210806-P_ft_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
6,115.48,23.1,26.49,58.21,86.06,40.0,37.17078983300175,128.472570810614,37.17119075462334,128.47250850805705,37.171077,128.472359,210806-k3,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
7,415.86,69.31,93.21,47.22,70.99,140.57,37.50526700921688,126.6928294564624,37.5061706575722,126.69102562972154,37.505446,126.691262,210809-MBXV2_T_2,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로
7,491.62,81.94,117.78,56.6,84.23,117.71,37.50537050664859,126.69287230348108,37.50610988822177,126.69165004066684,37.50564,126.691391,210809-MBXV2_T_3,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
7,1344.79,224.13,321.56,21.52,86.78,60.0,37.520167433782674,126.62303260760336,37.52034387400509,126.61007635897658,37.519398,126.615117,210811-Psquare_m_t_1,대한민국 인천광역시 서구 첨단동로,대한민국 인천광역시 서구 로봇랜드로,대한민국 인천광역시 서구 로봇랜드로
7,1387.0,231.17,298.77,20.99,104.83,50.0,37.52016997593057,126.62306966078393,37.520344717697654,126.61007551056298,37.51949,126.614597,210811-Psquare_m_t_2,대한민국 인천광역시 서구 첨단동로,대한민국 인천광역시 서구 로봇랜드로,대한민국 인천광역시 서구 로봇랜드로
6,568.27,113.65,174.1,61.16,130.21,99.83,37.50532790666584,126.69299233310876,37.50629604836695,126.69196949804136,37.505865,126.691624,210811-T_T_01,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
6,1305.25,261.05,299.8,28.42,113.45,52.17,37.52013185794745,126.62299243064756,37.5197664191052,126.61000185551252,37.519494,126.615244,210812-Psquare_m_t_3,대한민국 인천광역시 서구 첨단동로,대한민국 인천광역시 서구 로봇랜드로,대한민국 인천광역시 서구 로봇랜드로
7,1275.87,212.64,323.33,23.32,115.44,52.14,37.520144844602015,126.62298356373692,37.51961248087177,126.61011112415508,37.519514,126.615854,210812-Psquare_m_t_4,대한민국 인천광역시 서구 첨단동로,대한민국 인천광역시 서구 로봇랜드로,대한민국 인천광역시 서구 로봇랜드로
6,1231.92,246.38,288.87,27.34,109.11,51.5,37.5201445635856,126.62295767978384,37.51976328573906,126.61037055787364,37.519575,126.61549,210812-Psquare_m_t_5,대한민국 인천광역시 서구 첨단동로,대한민국 인천광역시 서구 로봇랜드로,대한민국 인천광역시 서구 로봇랜드로
6,413.24,82.65,108.63,52.75,68.48,104.33,37.505343449881536,126.69293523131762,37.50646831397373,126.69147229700444,37.505697,126.691477,210812-T_T_02,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
6,417.94,83.59,103.85,57.87,93.29,106.5,37.505331213451115,126.69296205051836,37.50630665885453,126.69134990955342,37.505661,126.691423,210812-T_T_03,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
7,452.65,75.44,110.43,42.23,101.73,87.86,37.512697697131614,126.69283774979596,37.51230393060834,126.69109934331703,37.513031,126.691396,210812-T_T_04,대한민국 인천광역시 부평구 세월천로137번길,대한민국 인천광역시 부평구 세월천로137번길,대한민국 인천광역시 부평구 세월천로137번길
7,490.88,81.81,130.36,66.27,99.68,104.0,37.505358158696595,126.69288900758482,37.50621958361931,126.6916344611614,37.505673,126.691479,210812-T_T_05,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
6,646.22,129.24,160.53,61.19,95.12,118.33,37.50378435691208,126.6941691874636,37.50265859041912,126.69434461088798,37.502763,126.693153,210812-T_T_06,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로
7,597.82,99.64,135.1,52.22,84.09,122.14,37.50388678894028,126.69406435001105,37.50302075977041,126.6937266834463,37.502922,126.6929,210813-T_T_07,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로
7,717.08,119.51,143.85,52.69,67.1,114.71,37.50530926368644,126.69293548667412,37.50601878014254,126.69198390002992,37.505277,126.691064,210813-T_T_08,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
23,165404.44,7518.38,66656.85,52.91,140.41,72.22,36.94770056497839,126.79705591261222,36.98107658477045,126.7737656410776,36.922629,126.460485,210816-Area ID,대한민국 충청남도 당진시 서해안고속도로,대한민국 충청남도 당진시 송악읍 고대공단2길 357-18,대한민국 충청남도 서산시 영전1길
16,125796.16,8386.41,45659.84,47.76,109.45,150.0,36.24919851058034,126.5375642149296,36.62472487881169,125.56064735072836,36.573558,126.110784,210816-TEan_deil_05,대한민국 충청남도 보령시 열린바다2길,대한민국 충청남도 태안군 근흥면,N/A
13,79859.89,6654.99,11310.81,41.15,82.56,150.0,36.24884414908712,126.53696792800709,36.67786876775425,126.06913939027515,36.541137,126.298802,210816-TEan_deli_03,대한민국 충청남도 보령시 열린바다2길,대한민국 충청남도 태안군 근흥면,대한민국 충청남도 태안군
22,86843.96,4135.43,14258.44,38.87,114.7,150.0,36.24877896864666,126.5368201933074,36.67655179805183,126.07108286905589,36.595754,126.215347,210816-TEan_deli_04,대한민국 충청남도 보령시 열린바다2길,대한민국 충청남도 태안군 근흥면,대한민국 충청남도 태안군
7,558.86,93.14,107.17,47.75,74.17,72.71,37.37843616912227,126.8099768240881,37.37826179445695,126.81113990112313,37.37912,126.811232,210817-T_t_1,대한민국 경기도 시흥시 시흥대로 404,대한민국 경기도 시흥시 시흥대로412번길,대한민국 경기도 시흥시 시흥대로412번길
7,599.08,99.85,123.8,50.26,77.32,67.29,37.38084065163213,126.8091070012032,37.38150516731322,126.8092660583697,37.381303,126.810363,210817-T_t_2,대한민국 경기도 시흥시 장현지하차도,대한민국 경기도 시흥시 광석1로,대한민국 경기도 시흥시 광석1로
7,537.03,89.51,115.46,46.45,84.69,20.0,37.505318809694074,126.6928888872427,37.5061505921789,126.6914427527758,37.505657,126.691145,210819-T_T09,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
6,164.9,32.98,46.09,41.75,67.66,27.17,37.29242969408568,126.82999262302708,37.293223925234415,126.83025419437443,37.292973,126.829893,210820-ASL_T_01,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705
6,204.04,40.81,51.74,48.4,85.45,20.0,37.29243380777689,126.83001095652662,37.29315206245039,126.83014901819206,37.293001,126.829811,210820-REL_T_01,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705
6,204.47,40.89,51.77,48.18,86.0,27.17,37.2924313501872,126.83001146473111,37.29315299978197,126.83014884966292,37.293002,126.829809,210820-REL_T_02,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705,대한민국 경기도 안산시 상록구 해안로 705
7,676.61,112.77,163.54,41.14,100.96,136.0,37.50533502597209,126.69301329907915,37.506259403120694,126.6921489831513,37.505645,126.691182,210820-T-T-01,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
7,322.15,53.69,69.98,48.81,73.88,88.14,37.50530205984029,126.69285211218433,37.50588068101126,126.69294159141862,37.505766,126.692339,210820-t_T_1,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
20,2342.1,123.27,228.55,90.0,92.87,133.85,37.50512924986412,126.6918583892618,37.50596337530979,126.68934906874756,37.505986,126.690496,210827-image_01,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적산터널,대한민국 인천광역시 부평구 원적산터널
9,866.95,108.37,152.39,38.59,82.86,142.11,37.50526020953836,126.69279953088812,37.506297929823475,126.69125622721998,37.505656,126.690207,210829-manual_01,대한민국 인천광역시 부평구 원적로,대한민국 인천광역시 부평구 원적로269번길,대한민국 인천광역시 부평구 원적로
16,18890.52,1259.37,3652.48,6.87,24.42,182.44,37.393077990290905,126.63930035647957,37.452866701847555,126.44664365297824,37.412987,126.551365,210831-songdo_airp_01,대한민국 인천광역시 연수구 센트럴로 194,대한민국 인천광역시 중구 공항로 272,대한민국 인천광역시 인천대교고속도로
14,18961.57,1458.58,2604.88,15.3,33.63,181.14,37.40664084863331,126.63174621119958,37.458144779824835,126.44390659927724,37.422141,126.551483,210901-songdo_airp_02,대한민국 인천광역시 연수구 센트럴로,대한민국 인천광역시 중구 운서동,대한민국 인천광역시 인천대교고속도로
6,888.77,177.75,221.62,0.98,2.66,46.67,37.178630994497894,128.4692828642339,37.17102087561206,128.4723463896912,37.175222,128.470679,210906-Ps_Yong_1,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
7,730.12,121.69,182.25,2.53,3.17,234.0,37.17659906215975,128.46802545925277,37.171018724829054,128.47236157824165,37.174156,128.469882,210906-Ps_young_2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
6,736.77,147.35,199.37,0.9,1.73,53.33,37.1767012272208,128.46807566277448,37.17102638688162,128.47236464353574,37.173846,128.470277,210906-ps_young_3,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,729.92,91.24,91.97,0.0,0.01,46.67,37.17673267877257,128.4681677695383,37.17106731064859,128.47232902052775,37.1739,128.470248,211002-P_T_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,748.97,93.62,97.8,4.86,24.65,46.67,37.176736960982666,128.46814305092386,37.17107694041705,128.4723220698939,37.173796,128.469838,211002-P_T_1-2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,785.04,98.13,98.24,0.0,0.0,63.33,37.17730196663055,128.46852612078106,37.1709556747726,128.47240840747145,37.17413,128.470467,211002-P_T_2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,779.27,97.41,99.61,0.0,0.0,80.0,37.17727003264284,128.46858992970698,37.17095773495198,128.47241078449713,37.174137,128.470486,211002-P_T_2-2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,824.98,103.12,112.13,0.0,0.0,40.0,37.177969460640895,128.4691006657299,37.17104096955639,128.47243085653977,37.174602,128.470719,211002-P_T_3,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,869.72,108.72,123.62,6.02,40.24,60.0,37.17794374514621,128.46903928566314,37.17109765979925,128.47240898431107,37.174861,128.471364,211002-P_T_3-2,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,757.85,94.73,102.47,6.96,36.31,265.89,37.176728843509125,128.46811658242063,37.17082754227535,128.47204410509715,37.174,128.470243,211002-Y_T_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,789.3,98.66,99.18,0.07,0.13,286.22,37.17734454639772,128.4685322849533,37.17095618489952,128.4724159023648,37.174154,128.470473,211002-Y_T_2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,838.99,104.87,148.28,4.71,20.28,246.89,37.177962537262616,128.46909117120208,37.17110363895007,128.47273758760684,37.174298,128.470709,211002-Y_T_3,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,761.86,95.23,102.38,8.7,37.98,245.89,37.176727264114774,128.46810435642374,37.170827370838296,128.47205258271822,37.174008,128.470273,211004-Y_T_1-2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,790.08,98.76,101.52,0.07,0.18,266.22,37.177351787739994,128.46853459478552,37.17095762950085,128.47242319357804,37.174126,128.470496,211004-Y_T_2-2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,840.24,105.03,149.85,4.56,21.21,287.11,37.17797819435441,128.46908984463244,37.17110476793245,128.47273856827132,37.174277,128.470737,211004-Y_T_3-2,대한민국 강원특별자치도 영월군 은행나무3길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,792.54,99.07,100.0,0.22,0.36,216.44,37.171006105106784,128.4722268804005,37.17725031886067,128.46791387754638,37.174137,128.47007,211012-Y_D_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
9,793.42,99.18,107.39,0.33,0.52,30.0,37.171005143056874,128.47223050141474,37.17726280239725,128.46792770177092,37.174035,128.470139,211012-Y_D_2,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
10,1714.23,190.47,379.34,73.26,173.43,218.2,37.17148421379876,128.4721617807861,37.172278741938385,128.46852041831306,37.172885,128.471305,211013-Y_C_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
6,642.47,128.49,140.78,36.5,92.68,216.0,37.17117457020632,128.47225660429552,37.17246056271467,128.4689699491689,37.17282,128.470722,211013-Y_D_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
8,537.22,76.75,107.65,10.05,42.82,215.5,37.17099124848555,128.47220403171542,37.17465872024195,128.46875866672178,37.172891,128.47083,211013-Y_D_J_01,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
10,1882.52,209.17,237.01,25.72,102.44,245.3,37.174665706777574,128.45163473368416,37.17103005354569,128.47238592332906,37.172862,128.461976,211015-P_T_1,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
12,1896.02,172.37,249.98,6.07,53.01,275.83,37.17474444269333,128.45158845293406,37.171026706493066,128.4723956201634,37.173142,128.460209,211020-P_T_1,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
13,2091.34,174.28,516.6,16.2,75.91,282.54,37.174748132919575,128.45156149231912,37.17103311298382,128.47238664159272,37.17262,128.459235,211020-P_T_2,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
15,2099.75,149.98,387.17,12.14,73.57,292.8,37.17468087978739,128.45162927398115,37.171032996809586,128.47239465082976,37.172613,128.459092,211020-P_T_3,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
10,736.08,81.79,118.23,90.0,90.58,236.6,37.17099329393081,128.47084751802515,37.17257646120348,128.47163923451765,37.171786,128.471247,211022-K_T_1,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 덕포우회길
10,2141.34,237.93,347.0,25.44,76.44,284.9,37.17465648361048,128.4516544728536,37.170949924165726,128.4724359484381,37.172246,128.460611,211024-Y_F_1,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
10,2210.75,245.64,412.34,32.34,83.09,287.1,37.174670783319826,128.45163313104075,37.17112066272672,128.47239140657445,37.172534,128.46077,211024-Y_F_2,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
10,2206.41,245.16,412.58,32.26,82.51,287.4,37.17467084508954,128.45163082071167,37.17109113832127,128.47235546464776,37.172531,128.460765,211025-T_F_3,대한민국 강원특별자치도 영월군 청령포터널,대한민국 강원특별자치도 영월군 덕포우회길,대한민국 강원특별자치도 영월군 88
